EmployeeID,FirstName,LastName,Gender,DateOfBirth,Nationality,MaritalStatus,EducationLevel,Email,DateOfJoining,DateOfLeaving,ReasonForLeaving,VoluntaryExit,RecruitmentSource,TimeToHire,CostPerHire
110196,Shellie,Herring,F,1979-07-22,UK,Divorced,Master’s Degree,shellie.herring@lumen.com,1997-05-23,2022-01-01,Workload Burnout,Yes,3,32,2800
110197,Milo,Dion,M,1992-08-28,Canada,Married,Technical Certificate,milo.dion@lumen.com,2010-04-08,,,,4,35,3500
110198,Sameh,Ali,M,1998-04-10,Egypt,Married,Master’s Degree,sameh.ali@lumen.com,2010-03-17,,,,1,60,3000
110199,Adalberto,Tate,M,1992-03-28,USA,Divorced,High School Diploma,adalberto.tate@lumen.com,2009-08-15,,,,1,38,4500
110200,Alessia,Neri,F,1996-03-20,Italy,Single,Bachelor's Degree,alessia.neri@lumen.com,2014-04-01,,,,4,45,2800
110201,Pia,Werner,F,1994-11-20,Germany,Single,Technical Certificate,pia.werner@lumen.com,2010-07-15,,,,4,48,3000
110202,Lon,Carmona,M,1995-05-28,USA,Single,High School Diploma,lon.carmona@lumen.com,2014-11-12,,,,1,51,2000
110203,Dolores,Begley,F,1991-12-14,Australia,Divorced,Doctorate (PhD),dolores.begley@lumen.com,2016-03-21,,,,2,52,4000
110204,Chang,Roden,F,1998-09-05,USA,Single,Bachelor's Degree,chang.roden@lumen.com,2010-08-06,,,,2,37,2500
110205,Haziq,Sulaiman,M,1992-09-28,Malaysian,Married,Bachelor's Degree,haziq.sulaiman@lumen.com,2015-07-28,,,,2,51,3200
110206,Karim,Nasser,M,1980-11-19,Egypt,Married,Associate’s Degree,karim.nasser@lumen.com,2014-11-15,,,,2,37,2800
110207,Regina,Klein,F,1994-12-07,Germany,Single,Bachelor's Degree,regina.klein@lumen.com,2015-10-13,,,,3,30,3500
110208,Orval,Shores,M,2000-06-10,UK,Married,Bachelor's Degree,orval.shores@lumen.com,2017-07-26,,,,3,59,3000
110209,Steve,Mercier,M,1992-12-08,USA,Single,Master’s Degree,steve.mercier@lumen.com,2007-01-18,,,,4,43,4500
110210,Khairul,Mahmud,M,1991-11-28,Malaysian,Married,High School Diploma,khairul.mahmud@lumen.com,2006-12-29,,,,3,46,2800
110211,Emerald,Hatcher,F,1998-02-10,USA,Single,Associate’s Degree,emerald.hatcher@lumen.com,2015-01-03,,,,2,31,3000
110212,Noémie,Martin,F,1971-04-20,France,Married,High School Diploma,noémie.martin@lumen.com,2010-11-05,,,,4,39,2000
110213,Fady,Fathy,M,1999-01-14,Egypt,Single,Technical Certificate,fady.fathy@lumen.com,2016-04-01,,,,2,58,4000
110214,Collene,Kidd,F,1975-02-23,UK,Single,High School Diploma,collene.kidd@lumen.com,1993-08-14,2022-04-30,Inadequate Compensation,Yes,1,40,2500
110215,Miriam,Mazza,F,1996-04-15,Italy,Married,Bachelor's Degree,miriam.mazza@lumen.com,2013-09-01,,,,4,57,3200
110216,Winfred,Gonzales,M,1974-03-08,UK,Divorced,Bachelor's Degree,winfred.gonzales@lumen.com,2016-01-18,,,,2,43,2800
110217,Renee,Beverly,F,1997-06-26,Australia,Divorced,Master’s Degree,renee.beverly@lumen.com,2015-07-18,,,,4,38,3500
110218,Emogene,Corrigan,F,1974-11-15,Australia,Single,Bachelor's Degree,emogene.corrigan@lumen.com,1993-04-04,,,,4,53,3000
110219,Burl,Slattery,M,1976-04-23,Canada,Single,Bachelor's Degree,burl.slattery@lumen.com,1990-12-17,,,,3,39,4500
110220,Rocky,Winston,M,1996-05-23,USA,Married,Bachelor's Degree,rocky.winston@lumen.com,2007-06-08,,,,3,48,2800
110221,Oswaldo,Winchester,M,1969-04-05,UK,Single,Bachelor's Degree,oswaldo.winchester@lumen.com,2003-05-21,,,,4,43,3000
110222,Rosa,Guerra,F,1996-06-04,Italy,Single,High School Diploma,rosa.guerra@lumen.com,2012-12-14,,,,1,57,2000
110223,Yara,Soliman,F,1994-05-31,Egypt,Single,Bachelor's Degree,yara.soliman@lumen.com,2014-05-16,,,,3,54,4000
110224,Mollie,Boykin,F,1994-01-29,USA,Married,Bachelor's Degree,mollie.boykin@lumen.com,1995-05-31,,,,1,41,2500
110225,Mahalia,Sturm,F,1991-08-05,Canada,Divorced,Bachelor's Degree,mahalia.sturm@lumen.com,2009-08-30,,,,3,48,3200
110226,Virgilio,Messer,M,1997-09-30,Canada,Divorced,Bachelor's Degree,virgilio.messer@lumen.com,2017-03-17,,,,2,46,2800
110227,Margart,Cosgrove,F,1998-07-01,USA,Single,Bachelor's Degree,margart.cosgrove@lumen.com,2016-10-31,,,,4,31,3500
110228,Shemeka,Chalmers,F,1977-08-12,UK,Married,Doctorate (PhD),shemeka.chalmers@lumen.com,1992-02-22,,,,3,35,3000
110229,Angelique,Goodwin,F,1974-05-13,Australia,Divorced,Doctorate (PhD),angelique.goodwin@lumen.com,2001-03-24,2020-06-01,Restructuring,No,2,47,4500
110230,Alia,Naguib,F,1969-10-06,Egypt,Married,Technical Certificate,alia.naguib@lumen.com,2011-10-25,,,,3,35,2800
110231,Luisa,Ferrara,F,1980-02-02,Italy,Single,Bachelor's Degree,luisa.ferrara@lumen.com,2013-11-15,,,,3,56,3000
110232,Rubin,Newman,M,1997-06-05,UK,Single,Bachelor's Degree,rubin.newman@lumen.com,1998-07-04,,,,3,33,2000
110233,Paula,Barth,F,1970-03-08,Germany,Married,Bachelor's Degree,paula.barth@lumen.com,2007-09-29,,,,4,48,4000
110234,Hana,Yusof,F,1995-05-12,Malaysian,Married,Bachelor's Degree,hana.yusof@lumen.com,2013-06-24,2022-07-01,Workload Burnout,Yes,2,49,2500
110235,Fakhrul,Kamal,M,1993-11-10,Malaysian,Single,Associate’s Degree,fakhrul.kamal@lumen.com,2017-07-07,,,,2,37,3200
110236,Sébastien,Dubois,M,1994-03-24,France,Single,Bachelor's Degree,sébastien.dubois@lumen.com,2007-08-07,,,,1,48,2800
110237,Fallon,Maggard,F,1991-12-29,Canada,Married,Master’s Degree,fallon.maggard@lumen.com,2005-05-07,,,,1,48,3500
110238,Clemente,Gould,M,1971-12-29,Australia,Divorced,High School Diploma,clemente.gould@lumen.com,1992-10-02,,,,2,34,3000
110239,Jacquie,Burkett,F,1996-02-06,USA,Single,High School Diploma,jacquie.burkett@lumen.com,2016-01-11,,,,1,49,4500
110240,Geraldo,Easley,M,1994-03-23,Australia,Divorced,Technical Certificate,geraldo.easley@lumen.com,2002-05-06,2021-02-11,Restructuring,No,3,48,2800
110241,Ehab,Khaled,M,1980-03-17,Egypt,Single,Technical Certificate,ehab.khaled@lumen.com,2007-02-01,,,,2,45,3000
110242,Milford,Roan,M,1999-11-17,USA,Married,Bachelor's Degree,milford.roan@lumen.com,2013-10-02,,,,1,52,2000
110243,Raimondo,Lombardi,M,1997-05-10,Italy,Married,Bachelor's Degree,raimondo.lombardi@lumen.com,2014-01-29,,,,3,31,4000
110244,Edison,Desjardins,M,1997-05-03,Canada,Single,Technical Certificate,edison.desjardins@lumen.com,2016-02-17,,,,4,47,2500
110245,Rafael,Weeks,M,1996-12-13,UK,Single,Bachelor's Degree,rafael.weeks@lumen.com,2016-10-31,,,,1,58,3200
110246,Salma,Youssef,F,1980-11-13,Egypt,Married,Technical Certificate,salma.youssef@lumen.com,2017-03-02,,,,2,45,2800
110247,Tiziano,Contini,M,1996-08-13,Italy,Married,Technical Certificate,tiziano.contini@lumen.com,2012-03-20,,,,3,43,3500
110248,Dorian,Lefevre,M,2000-11-04,France,Married,Bachelor's Degree,dorian.lefevre@lumen.com,2016-10-21,,,,4,39,3000
110249,Lifen,Sun,F,1974-12-24,China,Married,Bachelor's Degree,lifen.sun@lumen.com,1993-02-20,2022-03-01,Restructuring,No,3,35,4500
110250,Irving,Blake,M,1978-12-19,UK,Single,Bachelor's Degree,irving.blake@lumen.com,2012-02-22,,,,4,56,2800
110251,Paul,Roy,M,1979-01-21,France,Married,Bachelor's Degree,paul.roy@lumen.com,1997-04-22,,,,1,35,3000
110252,Buck,Noyes,M,1992-01-13,Canada,Married,Doctorate (PhD),buck.noyes@lumen.com,2010-04-06,,,,1,51,2000
110253,Herlinda,Worden,F,1998-07-13,Canada,Married,High School Diploma,herlinda.worden@lumen.com,2015-11-24,,,,3,38,4000
110254,Breann,Smart,F,1992-11-20,UK,Married,High School Diploma,breann.smart@lumen.com,2013-06-03,,,,4,40,2500
110255,Moustafa,Abdelaziz,M,1996-01-29,Egypt,Single,High School Diploma,moustafa.abdelaziz@lumen.com,2007-02-04,,,,1,41,3200
110256,Arden,Ledoux,M,1976-09-05,Canada,Married,Bachelor's Degree,arden.ledoux@lumen.com,2005-09-16,,,,4,55,2800
110257,Ethyl,Mcclellan,F,1997-01-06,UK,Single,Master’s Degree,ethyl.mcclellan@lumen.com,2015-07-07,,,,4,58,3500
110258,Man,Leroy,M,1997-04-06,Canada,Married,Bachelor's Degree,man.leroy@lumen.com,2017-07-18,,,,2,48,3000
110259,William,Katz,M,1996-06-12,UK,Single,Bachelor's Degree,william.katz@lumen.com,2001-01-18,2020-06-01,Restructuring,No,3,53,4500
110260,Daisy,Noland,F,1972-01-13,USA,Divorced,Master’s Degree,daisy.noland@lumen.com,2006-01-16,,,,3,30,2800
110261,Bridget,Redding,F,1997-01-04,UK,Single,Doctorate (PhD),bridget.redding@lumen.com,2010-10-22,,,,2,33,3000
110262,Rosaria,Caraway,F,1996-01-10,UK,Single,Master’s Degree,rosaria.caraway@lumen.com,2014-04-04,,,,2,37,2000
110263,Theo,Posey,M,1998-08-30,USA,Single,Master’s Degree,theo.posey@lumen.com,2010-09-09,,,,1,54,4000
110264,Harrison,Hawk,M,1972-07-16,Australia,Single,Associate’s Degree,harrison.hawk@lumen.com,2006-06-26,,,,1,59,2500
110265,Murni,Hassan,F,1991-12-24,Malaysian,Married,Bachelor's Degree,murni.hassan@lumen.com,2009-01-09,,,,4,36,3200
110266,Hisham,Ahmed,M,1996-02-26,Egypt,Single,Bachelor's Degree,hisham.ahmed@lumen.com,2015-02-02,,,,4,52,2800
110267,Sterling,Serna,M,1995-04-13,Australia,Divorced,Master’s Degree,sterling.serna@lumen.com,2015-11-17,,,,4,59,3500
110268,Linnie,Christiansen,F,1978-08-18,Australia,Divorced,High School Diploma,linnie.christiansen@lumen.com,2006-07-27,,,,1,59,3000
110269,Riva,Hannan,F,1978-08-19,USA,Divorced,Master’s Degree,riva.hannan@lumen.com,2010-06-20,,,,1,59,4500
110270,Maisyara,Othman,F,1967-09-23,Malaysian,Married,Master’s Degree,maisyara.othman@lumen.com,1999-08-30,,,,1,41,2800
110271,Herbert,Irby,M,1999-11-18,USA,Married,Bachelor's Degree,herbert.irby@lumen.com,2011-12-24,,,,1,35,3000
110272,Ned,Adkins,M,1992-03-19,Canada,Divorced,Bachelor's Degree,ned.adkins@lumen.com,1997-02-06,,,,1,38,2000
110273,Olivier,Muller,M,1993-06-08,France,Single,Technical Certificate,olivier.muller@lumen.com,2005-11-14,,,,1,54,4000
110274,Leida,Rosser,F,1997-05-16,Australia,Married,Master’s Degree,leida.rosser@lumen.com,2014-07-08,,,,2,43,2500
110275,Husna,Daud,F,1969-02-19,Malaysian,Single,Associate’s Degree,husna.daud@lumen.com,2010-12-06,,,,2,40,3200
110276,Cliff,Omalley,M,1996-05-26,USA,Single,Master’s Degree,cliff.omalley@lumen.com,2012-07-30,,,,1,32,2800
110277,Nakita,Gragg,F,1991-08-09,UK,Married,Bachelor's Degree,nakita.gragg@lumen.com,2010-01-30,,,,4,44,3500
110278,Leon,Keeling,M,1999-04-02,USA,Single,Master’s Degree,leon.keeling@lumen.com,2016-12-25,,,,2,40,3000
110279,Porfirio,Slone,M,1994-12-28,UK,Divorced,Doctorate (PhD),porfirio.slone@lumen.com,2015-04-02,,,,3,50,4500
110280,Rich,Mcclendon,M,1998-02-06,USA,Single,Bachelor's Degree,rich.mcclendon@lumen.com,2015-02-07,,,,1,45,2800
110281,Emilio,Courtney,M,1980-03-02,USA,Single,Master’s Degree,emilio.courtney@lumen.com,2014-01-19,2024-02-11,Workload Burnout,Yes,1,47,3000
110282,Yasmin,Omar,F,1992-12-02,Egypt,Single,Technical Certificate,yasmin.omar@lumen.com,2016-06-02,,,,3,32,2000
110283,Stephaine,Harlan,F,1999-07-09,USA,Single,Master’s Degree,stephaine.harlan@lumen.com,2017-05-01,,,,1,47,4000
110284,Diana,Werner,F,1996-03-27,Germany,Single,Bachelor's Degree,diana.werner@lumen.com,2014-06-21,,,,3,36,2500
110285,Théophile,Perrin,M,1999-04-15,France,Married,Bachelor's Degree,théophile.perrin@lumen.com,2015-12-23,,,,1,40,3200
110286,Christopher,Mendes,M,1995-05-11,Australia,Divorced,Master’s Degree,christopher.mendes@lumen.com,2005-08-21,,,,3,36,2800
110287,Afaf,Nasser,F,1994-01-17,Egypt,Single,Master’s Degree,afaf.nasser@lumen.com,2006-09-29,,,,2,44,3500
110288,Zahira,Mansor,F,1991-03-04,Malaysian,Married,Technical Certificate,zahira.mansor@lumen.com,1995-09-25,,,,3,39,3000
110289,Cesare,Contini,M,1977-07-22,Italy,Married,Bachelor's Degree,cesare.contini@lumen.com,1998-10-03,,,,3,51,4500
110290,Margorie,Pace,F,1999-10-19,UK,Married,Associate’s Degree,margorie.pace@lumen.com,2013-02-02,,,,1,44,2800
110291,Olivier,Perrin,M,1971-11-26,France,Single,Bachelor's Degree,olivier.perrin@lumen.com,1998-06-10,,,,4,46,3000
110292,Florian,Dietrich,M,1976-09-05,Germany,Married,Bachelor's Degree,florian.dietrich@lumen.com,2002-10-16,2022-09-08,Restructuring,No,2,37,2000
110293,Sammy,Dewitt,M,1998-01-21,UK,Divorced,Bachelor's Degree,sammy.dewitt@lumen.com,2014-12-05,,,,3,40,4000
110294,Bobbie,Branson,M,1999-07-31,USA,Single,Associate’s Degree,bobbie.branson@lumen.com,2017-04-27,,,,4,44,2500
110295,Raphaël,Lefebvre,M,1995-11-20,France,Married,Bachelor's Degree,raphaël.lefebvre@lumen.com,2012-06-12,,,,4,33,3200
110296,Mariam,Ahmed,F,1995-07-07,Egypt,Single,Bachelor's Degree,mariam.ahmed@lumen.com,2011-04-11,,,,4,31,2800
110297,Malak,El-Sayed,F,1993-02-19,Egypt,Married,Master’s Degree,malak.el-sayed@lumen.com,2007-10-24,,,,1,56,3500
110298,Taher,Khaled,M,1994-02-03,Egypt,Single,Master’s Degree,taher.khaled@lumen.com,2017-07-21,,,,2,53,3000
110299,Ivey,Thorp,F,1977-07-22,Australia,Married,Master’s Degree,ivey.thorp@lumen.com,2003-04-06,,,,3,55,4500
110300,Alberto,Herrick,M,1991-06-16,UK,Single,Bachelor's Degree,alberto.herrick@lumen.com,2009-08-05,,,,4,48,2800
110301,Niccolò,Carbone,M,1993-10-09,Italy,Married,High School Diploma,niccolò.carbone@lumen.com,2012-12-03,,,,2,40,3000
110302,Michael,Cupp,M,1997-02-16,UK,Single,Bachelor's Degree,michael.cupp@lumen.com,2015-04-09,,,,3,32,2000
110303,Jamaal,Cummins,M,1997-10-18,UK,Divorced,Associate’s Degree,jamaal.cummins@lumen.com,2007-03-29,,,,3,43,4000
110304,Ozie,Barrientos,F,1980-03-09,USA,Divorced,Bachelor's Degree,ozie.barrientos@lumen.com,2012-08-14,,,,4,45,2500
110305,Manual,Dupuis,M,1978-01-15,Australia,Single,Technical Certificate,manual.dupuis@lumen.com,2009-06-09,,,,2,44,3200
110306,Alisia,Couture,F,1998-07-05,Australia,Single,Master’s Degree,alisia.couture@lumen.com,2011-08-29,,,,1,50,2800
110307,Asa,Mckee,M,1978-06-12,UK,Divorced,Technical Certificate,asa.mckee@lumen.com,2002-10-01,2023-12-29,Resigned,Yes,2,52,3500
110308,Craig,Morley,M,1998-09-12,Australia,Single,Master’s Degree,craig.morley@lumen.com,2014-08-10,,,,1,53,3000
110309,Estelle,Kingsley,F,1970-10-03,Australia,Divorced,Bachelor's Degree,estelle.kingsley@lumen.com,2009-04-28,,,,4,31,4500
110310,Irena,Dang,F,1992-01-17,UK,Single,Doctorate (PhD),irena.dang@lumen.com,2009-02-24,,,,2,49,2800
110311,Melissa,Crooks,F,1974-02-01,USA,Single,Technical Certificate,melissa.crooks@lumen.com,2005-07-19,,,,4,55,3000
110312,Jonah,Broussard,M,1994-11-01,Australia,Married,Master’s Degree,jonah.broussard@lumen.com,2013-01-20,,,,1,39,2000
110313,Jae,Nowlin,M,1996-11-01,UK,Divorced,Master’s Degree,jae.nowlin@lumen.com,2016-08-26,,,,2,45,4000
110314,Chung,Corbett,M,1996-03-04,UK,Divorced,Technical Certificate,chung.corbett@lumen.com,2008-06-27,,,,4,32,2500
110315,Alena,Poe,F,1993-12-14,USA,Single,Bachelor's Degree,alena.poe@lumen.com,2002-06-15,2021-02-11,Restructuring,No,3,35,3200
110316,Stevie,Parkinson,M,1978-02-07,UK,Married,Technical Certificate,stevie.parkinson@lumen.com,2013-01-28,2022-08-01,Restructuring,No,2,42,2800
110317,Vittoria,Rizzi,F,1976-12-20,Italy,Married,Technical Certificate,vittoria.rizzi@lumen.com,1992-02-16,,,,1,44,3500
110318,Hubert,Ferrer,M,1993-02-25,USA,Divorced,Associate’s Degree,hubert.ferrer@lumen.com,2009-06-07,,,,4,38,3000
110319,Aracely,Ashby,F,1992-01-01,Australia,Married,Bachelor's Degree,aracely.ashby@lumen.com,2014-07-22,,,,4,40,4500
110320,Najmi,Syed,M,1999-04-27,Malaysian,Married,Associate’s Degree,najmi.syed@lumen.com,2010-05-09,,,,1,38,2800
110321,Jamel,Schweitzer,M,1968-03-13,Canada,Single,Bachelor's Degree,jamel.schweitzer@lumen.com,2003-11-11,,,,4,35,3000
110322,Seymour,Nelson,M,1999-07-11,Australia,Single,Bachelor's Degree,seymour.nelson@lumen.com,2017-07-02,,,,4,53,2000
110323,Majorie,Loya,F,1996-10-11,UK,Single,Technical Certificate,majorie.loya@lumen.com,2016-01-31,,,,4,46,4000
110324,Ashly,Stanton,F,1997-06-20,Canada,Divorced,Associate’s Degree,ashly.stanton@lumen.com,2014-02-10,,,,3,39,2500
110325,Brendan,Bock,M,1974-09-24,Australia,Single,Technical Certificate,brendan.bock@lumen.com,2001-04-14,2020-06-01,Restructuring,No,1,58,3200
110326,Gilberto,Orr,M,1978-12-13,USA,Single,Master’s Degree,gilberto.orr@lumen.com,2009-05-09,,,,2,49,2800
110327,Bruno,Schmitt,M,1998-12-06,Germany,Married,Bachelor's Degree,bruno.schmitt@lumen.com,2016-04-19,,,,2,52,3500
110328,Khalif,Mahmud,M,1975-01-15,Malaysian,Married,Associate’s Degree,khalif.mahmud@lumen.com,2016-06-19,,,,1,40,3000
110329,Brinda,Fortune,F,1979-11-30,USA,Single,Bachelor's Degree,brinda.fortune@lumen.com,1996-01-10,,,,1,49,4500
110330,Yolande,Piper,F,1976-10-06,USA,Single,Bachelor's Degree,yolande.piper@lumen.com,1998-04-14,,,,4,37,2800
110331,Carlton,Leclair,M,1996-03-14,Canada,Divorced,Bachelor's Degree,carlton.leclair@lumen.com,2009-01-07,,,,2,34,3000
110332,Ayman,Hassan,M,1999-07-29,Egypt,Married,High School Diploma,ayman.hassan@lumen.com,2012-09-11,,,,3,47,2000
110333,Roberto,Furr,F,1995-11-05,Canada,Married,Associate’s Degree,roberto.furr@lumen.com,2014-05-26,,,,3,48,4000
110334,Kiana,Ralph,F,1980-04-15,Australia,Single,Bachelor's Degree,kiana.ralph@lumen.com,2011-01-05,,,,2,52,2500
110335,Rich,Whitmore,M,1995-12-05,USA,Single,Bachelor's Degree,rich.whitmore@lumen.com,2015-09-26,2022-04-01,Restructuring,No,1,52,3200
110336,Monty,Pryor,M,1997-04-15,USA,Divorced,Bachelor's Degree,monty.pryor@lumen.com,2014-02-12,,,,2,32,2800
110337,Mabel,Waite,F,1993-10-18,USA,Single,Bachelor's Degree,mabel.waite@lumen.com,2010-11-06,,,,1,33,3500
110338,Contessa,Sheppard,F,1978-10-23,Australia,Married,Master’s Degree,contessa.sheppard@lumen.com,1990-05-29,,,,1,31,3000
110339,Linda,Winkler,F,1980-10-20,Germany,Married,Bachelor's Degree,linda.winkler@lumen.com,2012-12-08,,,,2,55,4500
110340,Walter,Goldberg,F,1977-01-16,Canada,Married,Bachelor's Degree,walter.goldberg@lumen.com,1991-09-30,,,,3,54,2800
110341,Emma,Perrin,F,1980-06-06,France,Married,Bachelor's Degree,emma.perrin@lumen.com,2010-02-06,,,,2,42,3000
110342,Dionne,Starkes,F,1971-10-09,Australia,Married,Master’s Degree,dionne.starkes@lumen.com,1990-04-15,,,,3,48,2000
110343,Terence,Ferro,M,1992-01-16,Australia,Divorced,Bachelor's Degree,terence.ferro@lumen.com,2015-04-23,,,,4,44,4000
110344,Geraldo,Curry,M,1997-07-25,Australia,Single,Bachelor's Degree,geraldo.curry@lumen.com,2003-03-22,,,,3,60,2500
110345,Jeni,Shaffer,F,1972-01-11,USA,Divorced,Bachelor's Degree,jeni.shaffer@lumen.com,2015-12-10,,,,4,33,3200
110346,Charlie,Meehan,F,1994-08-20,Canada,Married,Doctorate (PhD),charlie.meehan@lumen.com,2003-12-07,,,,3,32,2800
110347,Gaetano,Ferrante,M,1998-11-23,Italy,Single,Bachelor's Degree,gaetano.ferrante@lumen.com,2013-09-18,,,,4,34,3500
110348,Bryan,Labbe,M,1978-10-10,USA,Single,Technical Certificate,bryan.labbe@lumen.com,2008-03-10,,,,2,55,3000
110349,Amélie,Lefebvre,F,1997-07-08,France,Single,Master’s Degree,amélie.lefebvre@lumen.com,2011-06-11,,,,2,42,4500
110350,Tara,Needham,F,1970-08-13,UK,Divorced,Bachelor's Degree,tara.needham@lumen.com,1997-07-31,,,,1,34,2800
110351,Alaa,Ismail,M,1997-03-07,Egypt,Married,Master’s Degree,alaa.ismail@lumen.com,2013-04-19,,,,3,53,3000
110352,Heriberto,Spearman,M,1991-12-12,Canada,Divorced,Technical Certificate,heriberto.spearman@lumen.com,2008-05-18,,,,2,34,2000
110353,Elda,Champagne,F,1993-05-18,UK,Single,Bachelor's Degree,elda.champagne@lumen.com,2016-11-08,,,,2,45,4000
110354,Theresa,Dalton,F,1994-03-20,USA,Single,Bachelor's Degree,theresa.dalton@lumen.com,1997-07-25,,,,4,54,2500
110355,Sixta,Beaudoin,F,1995-02-27,Canada,Single,High School Diploma,sixta.beaudoin@lumen.com,2004-02-29,,,,3,58,3200
110356,Sunny,Mccreary,F,1978-06-21,USA,Single,Bachelor's Degree,sunny.mccreary@lumen.com,2005-10-07,,,,3,60,2800
110357,Maisarah,Hasan,F,1995-12-06,Malaysian,Married,Bachelor's Degree,maisarah.hasan@lumen.com,2012-01-20,,,,3,35,3500
110358,Wael,Saeed,M,1991-09-01,Egypt,Married,Technical Certificate,wael.saeed@lumen.com,2016-09-01,,,,3,41,3000
110359,Paul,Smalley,M,1999-04-04,USA,Single,Master’s Degree,paul.smalley@lumen.com,2013-04-12,,,,2,33,4500
110360,Derya,Yıldırım,F,1993-10-12,Turkish,Married,Associate’s Degree,derya.yıldırım@lumen.com,2012-04-05,,,,1,56,2800
110361,Elin,Mayes,F,1993-09-20,USA,Divorced,Technical Certificate,elin.mayes@lumen.com,2006-04-20,,,,3,55,3000
110362,Farhan,Hamzah,M,1995-03-18,Malaysian,Married,Technical Certificate,farhan.hamzah@lumen.com,2002-08-06,,,,2,38,2000
110363,Bert,Stegall,M,1991-03-02,UK,Single,Associate’s Degree,bert.stegall@lumen.com,2008-06-29,,,,3,35,4000
110364,Titus,Latimer,M,1991-07-19,Canada,Divorced,Bachelor's Degree,titus.latimer@lumen.com,1998-06-01,,,,3,52,2500
110365,Joey,Wren,M,1976-03-07,UK,Single,Bachelor's Degree,joey.wren@lumen.com,2015-01-04,,,,1,46,3200
110366,Meiying,Li,F,1994-07-16,China,Married,Bachelor's Degree,meiying.li@lumen.com,2014-11-10,,,,1,39,2800
110367,Santiago,Dolan,M,1994-09-03,Canada,Single,Bachelor's Degree,santiago.dolan@lumen.com,2002-04-24,,,,3,46,3500
110368,Riccardo,Amato,M,1970-10-15,Italy,Single,Technical Certificate,riccardo.amato@lumen.com,1994-12-20,,,,2,53,3000
110369,Ollie,Totten,F,1976-08-20,UK,Single,Technical Certificate,ollie.totten@lumen.com,2003-07-20,2022-06-01,Restructuring,No,3,42,4500
110370,Nada,Soliman,F,1978-09-01,Egypt,Single,Bachelor's Degree,nada.soliman@lumen.com,2005-01-30,,,,4,53,2800
110371,Shuang,Xu,F,1996-09-03,China,Single,Master’s Degree,shuang.xu@lumen.com,2016-06-09,,,,4,51,3000
110372,Rasha,Naguib,F,1976-05-22,Egypt,Married,Master’s Degree,rasha.naguib@lumen.com,1996-01-24,,,,4,60,2000
110373,Reyes,Mohr,M,1991-11-04,USA,Single,Technical Certificate,reyes.mohr@lumen.com,2004-05-18,,,,4,47,4000
110374,Hasif,Zainal,M,1991-06-29,Malaysian,Married,Master’s Degree,hasif.zainal@lumen.com,1998-09-13,,,,3,37,2500
110375,Werner,Griffis,M,1975-10-23,USA,Married,Master’s Degree,werner.griffis@lumen.com,2017-01-11,,,,4,36,3200
110376,Sofia,Poole,F,1974-12-01,UK,Divorced,Bachelor's Degree,sofia.poole@lumen.com,1993-07-18,,,,2,58,2800
110377,Patrick,Dominquez,M,1992-01-14,Australia,Single,Doctorate (PhD),patrick.dominquez@lumen.com,2012-02-05,,,,3,52,3500
110378,Charlotte,Dupont,F,1972-03-07,France,Single,Associate’s Degree,charlotte.dupont@lumen.com,2015-05-14,,,,2,40,3000
110379,Marco,Gallo,M,1970-11-04,Italy,Married,Bachelor's Degree,marco.gallo@lumen.com,1996-08-25,,,,1,41,4500
110380,Julian,Bull,M,1991-05-18,UK,Single,Technical Certificate,julian.bull@lumen.com,2010-07-08,,,,2,35,2800
110381,Hala,Youssef,F,1997-07-01,Egypt,Single,Bachelor's Degree,hala.youssef@lumen.com,1999-11-21,,,,1,51,3000
110382,Larhonda,Dozier,F,1997-01-05,Australia,Married,Associate’s Degree,larhonda.dozier@lumen.com,2015-04-25,,,,2,39,2000
110383,Mona,Ibrahim,F,1977-04-16,Egypt,Single,Associate’s Degree,mona.ibrahim@lumen.com,1993-05-07,,,,1,47,4000
110384,Lise,Breen,F,1976-07-12,Canada,Divorced,Bachelor's Degree,lise.breen@lumen.com,2002-10-16,,,,4,54,2500
110385,Freeman,Kern,M,1973-07-08,Australia,Divorced,Doctorate (PhD),freeman.kern@lumen.com,2001-01-16,2020-06-01,Restructuring,No,1,47,3200
110386,Roosevelt,Nava,M,1995-08-17,Canada,Single,Master’s Degree,roosevelt.nava@lumen.com,1998-09-24,,,,4,58,2800
110387,Stephan,Titus,M,1978-03-05,UK,Single,High School Diploma,stephan.titus@lumen.com,2009-10-17,,,,3,41,3500
110388,Britta,Engel,F,1998-09-16,Germany,Single,Technical Certificate,britta.engel@lumen.com,2011-10-12,,,,2,44,3000
110389,Amirah,Mansor,F,1991-01-25,Malaysian,Single,Bachelor's Degree,amirah.mansor@lumen.com,1995-09-19,,,,2,57,4500
110390,Tariq,Mostafa,M,1980-01-11,Egypt,Single,Master’s Degree,tariq.mostafa@lumen.com,2011-04-04,,,,1,37,2800
110391,Na,Ma,F,1972-10-16,China,Married,Technical Certificate,na.ma@lumen.com,1999-12-13,,,,1,58,3000
110392,Nadia,Ferraro,F,1976-02-29,Italy,Single,Technical Certificate,nadia.ferraro@lumen.com,1994-03-29,,,,3,35,2000
110393,Jessi,Bitting,F,1996-01-30,Canada,Married,Master’s Degree,jessi.bitting@lumen.com,2014-07-14,,,,1,60,4000
110394,Bertha,Meador,F,1979-06-23,Canada,Single,High School Diploma,bertha.meador@lumen.com,2002-05-18,,,,3,52,2500
